,genre,danceability,energy,loudness,acousticness,instrumentalness,liveness,speechiness,valence
0,rap,0.878,0.604,-7.411,0.52,0.0,0.286,0.334,0.928
1,rap,0.822,0.653,-6.113,0.079,0.0,0.122,0.172,0.758
2,rap,0.761,0.739,-3.298,0.0971,0.0,0.114,0.206,0.29
3,rap,0.852,0.764,-6.592,0.165,0.0,0.0559,0.157,0.826
4,rap,0.823,0.514,-7.109,0.117,0.0,0.506,0.333,0.521
5,rap,0.644,0.478,-10.407,0.65,0.0,0.127,0.0491,0.606
6,rap,0.696,0.637,-5.739,0.193,0.0,0.124,0.176,0.249
7,rap,0.73,0.64,-6.703,0.0356,0.0,0.32,0.138,0.52
8,rap,0.852,0.812,-5.949,0.0254,0.0,0.0604,0.295,0.504
9,rap,0.767,0.645,-6.91,0.264,9.73e-06,0.105,0.175,0.667
10,rap,0.855,0.792,-7.866,0.222,0.0,0.104,0.266,0.817
11,rap,0.772,0.674,-7.105,0.284,0.00055,0.145,0.305,0.353
12,rap,0.669,0.694,-6.36,0.343,0.0,0.149,0.0634,0.455
13,rap,0.758,0.689,-10.606,0.408,1.39e-06,0.0609,0.236,0.83
14,rap,0.794,0.644,-7.537,0.175,0.0,0.344,0.194,0.586
15,rap,0.65,0.701,-5.292,0.319,0.0,0.14,0.26,0.356
16,rap,0.788,0.718,-7.32,0.329,1.69e-05,0.118,0.234,0.513
17,rap,0.791,0.766,-6.416,0.234,0.0,0.114,0.215,0.778
18,rap,0.815,0.664,-6.462,0.0981,0.0,0.129,0.276,0.364
19,rap,0.801,0.531,-8.023,0.205,3.6e-05,0.0902,0.177,0.376
20,rap,0.821,0.738,-6.087,0.255,0.0,0.103,0.438,0.516
21,rap,0.726,0.822,-5.106,0.00624,1.99e-05,0.139,0.0367,0.768
22,rap,0.801,0.817,-5.45,0.715,0.000434,0.612,0.0493,0.922
23,rap,0.743,0.708,-4.499,0.0859,0.0,0.171,0.3,0.472
24,rap,0.536,0.644,-7.827,0.0809,0.0,0.256,0.349,0.705
25,rap,0.766,0.468,-8.798,0.393,6.27e-05,0.109,0.316,0.537
26,rap,0.551,0.844,-3.939,0.00446,0.0,0.459,0.0505,0.227
27,rap,0.962,0.619,-7.978,0.0962,0.000426,0.0327,0.128,0.558
28,rap,0.928,0.767,-8.108,0.199,0.103,0.0771,0.0685,0.845
29,rap,0.666,0.86,-6.797,0.583,0.0,0.168,0.122,0.378
30,rap,0.806,0.73,-5.937,0.28,0.0,0.125,0.289,0.724
31,rap,0.614,0.431,-9.156,0.556,3.62e-06,0.0936,0.0588,0.519
32,rap,0.77,0.832,-5.567,0.226,0.0,0.746,0.264,0.434
33,rap,0.782,0.657,-7.561,0.26,0.0,0.131,0.164,0.568
34,rap,0.698,0.708,-6.118,0.418,0.0,0.0771,0.24,0.621
35,rap,0.82,0.722,-5.607,0.00857,1.17e-06,0.284,0.0704,0.531
36,rap,0.898,0.726,-5.743,0.00695,0.0,0.156,0.237,0.436
37,rap,0.78,0.675,-7.15,0.301,0.00178,0.113,0.0917,0.761
38,rap,0.79,0.863,-4.787,0.0357,0.0,0.199,0.254,0.563
39,rap,0.774,0.82,-6.83,0.461,1.25e-05,0.233,0.162,0.773
40,rap,0.74,0.711,-6.378,0.16,0.0,0.447,0.271,0.318
41,rap,0.817,0.729,-4.981,0.527,0.0,0.111,0.0609,0.518
42,rap,0.689,0.654,-5.758,0.303,0.0,0.113,0.37,0.718
43,rap,0.927,0.611,-4.672,0.133,0.0,0.129,0.128,0.236
44,rap,0.717,0.725,-6.287,0.467,0.0,0.0987,0.162,0.645
45,rap,0.725,0.775,-9.432,0.54,0.0,0.121,0.432,0.697
46,rap,0.876,0.601,-5.769,0.091,0.0,0.055,0.247,0.863
47,rap,0.702,0.803,-4.947,0.412,0.0,0.437,0.325,0.791
48,rap,0.853,0.734,-4.642,0.0651,0.0,0.338,0.0733,0.382
49,rap,0.736,0.741,-7.314,0.53,7.12e-06,0.505,0.235,0.615
50,rap,0.762,0.509,-7.054,0.427,0.0,0.109,0.151,0.283
51,rap,0.825,0.608,-6.992,0.454,0.0,0.0761,0.0706,0.451
52,rap,0.764,0.582,-6.226,0.25,0.038,0.111,0.0592,0.496
53,rap,0.892,0.828,-6.564,0.104,0.00605,0.13,0.102,0.36
54,rap,0.743,0.819,-5.003,0.0769,0.0,0.142,0.0949,0.474
55,rap,0.81,0.642,-6.034,0.221,9.93e-06,0.0739,0.192,0.428
56,rap,0.744,0.603,-8.77,0.353,0.0,0.135,0.239,0.215
57,rap,0.687,0.828,-7.911,0.523,0.0,0.34,0.457,0.0987
58,rap,0.725,0.853,-6.301,0.254,0.0,0.168,0.19,0.353
59,rap,0.833,0.578,-9.242,0.355,0.00189,0.0936,0.32,0.447
60,rap,0.78,0.875,-4.025,0.364,0.0,0.07,0.139,0.836
61,rap,0.631,0.8,-4.901,0.118,0.000166,0.0912,0.116,0.426
62,rap,0.705,0.714,-6.166,0.411,8.01e-06,0.852,0.0699,0.646
63,rap,0.818,0.697,-7.945,0.282,0.0,0.296,0.188,0.805
64,rap,0.509,0.663,-5.037,0.0541,0.0,0.0849,0.258,0.118
65,rap,0.711,0.498,-10.561,0.482,0.0304,0.102,0.0502,0.0758
66,rap,0.65,0.626,-8.979,0.0215,0.0,0.122,0.157,0.281
67,rap,0.702,0.725,-6.003,0.297,0.0,0.198,0.13,0.501
68,rap,0.645,0.792,-7.484,0.314,0.0,0.5,0.334,0.38
69,rap,0.843,0.634,-7.726,0.107,9.9e-06,0.12,0.0681,0.604
70,rap,0.699,0.708,-5.745,0.106,0.0,0.274,0.0728,0.781
71,rap,0.752,0.621,-6.89,0.431,0.0,0.205,0.0825,0.298
72,rap,0.867,0.89,-3.197,0.44,0.0,0.136,0.253,0.527
73,rap,0.772,0.672,-5.333,0.288,0.0,0.133,0.178,0.655
74,rap,0.609,0.825,-6.357,0.0544,0.0,0.182,0.331,0.466
75,rap,0.702,0.702,-5.095,0.126,0.0644,0.242,0.125,0.713
76,rap,0.763,0.803,-7.449,0.399,0.0,0.315,0.043,0.664
77,rap,0.76,0.656,-7.57,0.398,0.0,0.132,0.0431,0.558
78,rap,0.761,0.592,-8.523,0.0973,0.0,0.117,0.0653,0.113
79,rap,0.557,0.923,-5.376,0.0473,0.0,0.142,0.209,0.828
80,rap,0.593,0.691,-6.858,0.297,0.0,0.113,0.11,0.435
81,rap,0.802,0.652,-5.142,0.18,0.0,0.266,0.356,0.452
82,rap,0.92,0.363,-11.92,0.028,0.0118,0.0854,0.0933,0.558
83,rap,0.691,0.676,-8.181,0.255,9.17e-06,0.221,0.324,0.197
84,rap,0.739,0.578,-8.561,0.813,0.0,0.11,0.23,0.5
85,rap,0.748,0.441,-10.026,0.594,0.0,0.109,0.164,0.418
86,rap,0.711,0.491,-9.797,0.185,0.0,0.154,0.051,0.198
87,rap,0.802,0.412,-9.593,0.533,0.0,0.0774,0.157,0.709
88,rap,0.92,0.442,-9.719,0.316,0.0,0.106,0.185,0.605
89,rap,0.681,0.597,-8.985,0.669,0.0,0.295,0.109,0.542
90,rap,0.957,0.664,-10.458,0.295,2.41e-06,0.217,0.283,0.805
91,rap,0.72,0.722,-6.621,0.762,0.0,0.0706,0.174,0.686
92,rap,0.86,0.678,-7.35,0.075,0.0,0.105,0.163,0.513
93,rap,0.657,0.739,-8.509,0.107,0.0,0.0883,0.316,0.406
94,rap,0.724,0.695,-6.908,0.437,0.0,0.0977,0.124,0.435
95,rap,0.427,0.682,-5.661,0.263,0.255,0.0842,0.118,0.139
96,rap,0.68,0.519,-11.125,0.285,1.42e-06,0.0973,0.113,0.238
97,rap,0.683,0.587,-6.878,0.265,3.45e-05,0.135,0.246,0.144
98,rap,0.756,0.829,-3.787,0.348,0.0,0.313,0.0318,0.821
99,rap,0.715,0.566,-8.426,0.392,0.0,0.294,0.326,0.651
0,rock,0.532,0.767,-5.509,0.00287,0.000513,0.39,0.0574,0.755
1,rock,0.445,0.955,-8.027,0.0326,0.284,0.317,0.0856,0.336
2,rock,0.267,0.953,-4.899,0.00211,0.0,0.283,0.096,0.568
3,rock,0.572,0.835,-6.219,0.171,0.000377,0.0702,0.0317,0.795
4,rock,0.933,0.528,-6.472,0.112,0.329,0.163,0.162,0.756
5,rock,0.52,0.887,-3.296,0.0665,0.000179,0.186,0.0349,0.793
6,rock,0.743,0.836,-6.465,0.0804,0.0,0.384,0.116,0.82
7,rock,0.813,0.46,-9.78,0.56,0.0105,0.0724,0.0346,0.729
8,rock,0.6,0.931,-4.647,0.0296,7.1e-05,0.392,0.0734,0.542
9,rock,0.482,0.601,-12.846,0.00853,0.000187,0.249,0.0486,0.774
10,rock,0.768,0.852,-6.215,0.213,7.45e-05,0.0723,0.038,0.867
11,rock,0.619,0.703,-9.414,0.00388,0.205,0.163,0.0525,0.709
12,rock,0.623,0.449,-13.333,0.212,0.0,0.0613,0.0253,0.572
13,rock,0.54,0.429,-11.822,0.000202,0.355,0.141,0.0285,0.113
14,rock,0.469,0.334,-8.172,0.752,2.48e-05,0.376,0.0263,0.282
15,rock,0.801,0.723,-4.985,0.0713,0.154,0.0675,0.0689,0.883
16,rock,0.502,0.924,-6.299,0.0127,0.0,0.162,0.0503,0.922
17,rock,0.508,0.834,-6.205,0.0183,0.0,0.0732,0.0386,0.774
18,rock,0.519,0.934,-7.137,0.000312,0.00457,0.137,0.0471,0.586
19,rock,0.54,0.982,-2.962,0.435,3.37e-05,0.0457,0.0458,0.91
20,rock,0.729,0.989,-4.613,0.0102,4.45e-05,0.443,0.049,0.84
21,rock,0.386,0.767,-5.144,4.04e-05,1.61e-06,0.0929,0.04,0.636
22,rock,0.398,0.952,-6.042,0.000373,7.75e-05,0.1,0.061,0.584
23,rock,0.533,0.637,-5.571,0.16,1.12e-05,0.369,0.0323,0.292
24,rock,0.39,0.898,-4.089,0.207,6.64e-05,0.217,0.045,0.204
25,rock,0.767,0.651,-10.186,0.00841,3.86e-05,0.0609,0.0501,0.946
26,rock,0.449,0.901,-7.711,0.141,0.0675,0.128,0.0526,0.696
27,rock,0.3,0.894,-7.786,0.0515,0.000333,0.125,0.109,0.268
28,rock,0.505,0.689,-4.549,0.00623,0.0,0.109,0.0403,0.484
29,rock,0.611,0.883,-11.225,0.0846,1.2e-06,0.192,0.0539,0.604
30,rock,0.574,0.93,-2.949,0.0657,7.78e-06,0.108,0.0413,0.69
